tweet,sentimen
"Min, kok aku beli kopi janji jiwa pake gopay cashbacknya cuma 20%? @gojektech @gojekindonesia",0
@gojekindonesia parahnya lagi ada telpon dari +6287856794533 yang menyatakan bahwa itu gocar palsu dan meminta kode verifikasi sms aplikasi gojek saya,0
"@gojekindonesia ini driver berbabaya nih, gak pick up tapi complete order, saldo gopay saya di potong.  pic.twitter.com/Ko933ebhNY",0
error pak nomer mbien ku kobong:(,0
Jyakakak lucu abes. Bilang aja gamao muter pdhl gue yakin bgt ga sampe stengah jam skwkwk. Aneh2 ya skrg driver ojol hadeh @gojekindonesia  pic.twitter.com/HgMKZ46Jg0,0
@gojekindonesia @gojek24jam,0
kenapa lama sekali ya proses timet saya? katanya 24 jam,0
"guys, kalau bisa bantu apapun, monggo. ga sanggup w liat muka bang ojol 😢 cc @gojekindonesia  https://twitter.com/annisawdya/status/1167113014442545152 …",0
"Ati ati hlo jek bikin iklannya @gojekindonesia walau emak masakin jengkol balado, asin peda sambel terasi dan karedok kacang panjang pun pasti ku makan.  https://twitter.com/maulanagituri/status/1167103658355388416 …",0
@gojekindonesia apakah ada something buat orang yg kayak gini?,0
@gojekindonesia @gojek24jam @infodepok_id,0
Peluang ZAL 〜笑笑,0
@gojekindonesia @gojek24jam,0
"Driver gojek  yg bapa bapa ngeselin dah cancel tanpa kasi tau, plat nomernya bener tapi ngangkut org lain. Udah dapet tapi jauh alasannya tambal ban, pas dicancel dapetnya dia lagi. Emang cuma aa aa yang baik @gojekindonesia",0
@gojekindonesia @gojek24jam,0
"Parah sih khal, jadi malah lebih murah opang sekarang. Kalau untuk ke daerah yang ramai jadi lebih pilih opang udah.",0
"Tadi ngetik 'gang sampah', tapi disensor dari aplikasinya. Keren nih mencegah umpatan kasar😂😂 @gojekindonesia  pic.twitter.com/CGE84uAx4w",0
@gojekindonesia hi why my pin 😭  pic.twitter.com/R2Ev56ik7b,0
"Engga usah, yang salah penumpang satunya kok ga merhatikan plat motor.",0
@gojekindonesia @gojek24jam,0
"...belum nemu bahasan kenapa harus & bisa sebanyak itu notifnya. Apalagi sebagai ""super app"" dan punya beragam produk, makin banyak pakai berarti makin banyak notif.

Do users really need that many push notifs from an app?

And then comes the marketing promo notifs too. Duarrrr",0
tolonggg gaaiisss bantu tag ke @gojekindonesia @gojek24jam,0
@gojekindonesia @gojek24jam,0
@gojekindonesia @gojekindonesia @gojekindonesia,0
"Hai Yunalistya, silakan untuk DM kami ya. Tks^Shl",0
"udah ada di SOP di grab atau gojek,klo biaya parkir dibebankan ke driver mba,saya jg driver,makanya liat kaya gini,ya wis lah,mau diksh atau g biaya parkir,yg penting motor aman. kadang2 ada cs yg ngerti ada jg yg ga dengan biaya parkir,kebanyakan ga ngerti",0
Sudah selesaikan misi tapi koq belum dapat voucher gofood yg dijanjikan sebagai hadiah gimana ni min? @gojekindonesia  pic.twitter.com/UQshlaEDiz,0
"Kesekian kalinya nih driver @gojekindonesia salah angkut orang. Gw-nya masih di lokasi, dia udah kemana aja dan baru sadar salah bawa penumpang.",0
Hahahaha tung aahhhh,0
Hahahah anak rantau mi,0
Tapi disalah satunya tetep gak dapet cb e mas. Kalau sehari cuman 1x cb huhuw. Kirain bakal bisa berkali kali cb wkwk.,0
"Bye mba dyna, pake jne aja gih",0
Gak lagi lagi ikutan challengen PENIPUAN dari GRAB @GrabID masa tau tau ended di tgl 30 padahal tulisannya ended di 31. PENIPUAN! Nyesel pakek grab! Otw hapus @GrabID pindah ke @gojekindonesia  pic.twitter.com/trbK384C6W,0
"Iya, cuma sekali sehari.",0
Beralih ke @gojekindonesia,0
@gojekindonesia kemana lagi ya,0
"@gojekindonesia min, tolong jelasin maksud voucher ini. Kalo misalkan tarif ordernya 10rb pakai voucher ini jd brp yg kita bayar klo pake gopay?",0
@gojekindonesia telepon ga menyelesaikan masalah,0
@gojekindonesia keluhan ane ga pernah direspon huh,0
Nyos!,0
Hallo kak bisa delivery uang nggak? Bu bgt niiih:(( @gojekindonesia,0
@gojekindonesia @gojek24jam @infodepok_id,0
"Qadarullah pak ojol, yang sabar yaaa pak, tabungan akhirat buat bapak kalau bapak sabar Insyaa Allah.
@gojekindonesia  https://twitter.com/annisawdya/status/1167113014442545152 …",0
Udah nunggu lama. Driver diarahi ga mau. Setelah sampai titik jemput marah-marah ke saya dan batalin orderan. Hehe gimana nih? @gojekindonesia,0
Min.....ane akun dah aktif to ga bisa go ride knapa yak,0
@gojekindonesia boleh open dm ga? Soalnya aku mau complain tentang go send same day,0
Penyospend,0
Waw luar biasa... hahahaha,0
"Kenapa sih @GrabFood @GrabID Orderan di cancel terus, cust jadi lari ke tetangga sebelah deh @gojekindonesia, emang enak 😋",0
@gojekindonesia,0
hallo mimin @gojekindonesia ini kok gak dapet cashback yaa? Kemarin saya beli ada cb nya. Apakah hanya sekali transaksi aja untuk dapet cb? Mohon konfirmasi pleaseee  pic.twitter.com/PPQcEjUnuv,0
@gojekindonesia,0
"Hai Doni, silakan ceritakan kendala Anda secara detail melalu Dm ya. Tks^Shl",0
walah mass.. kata2 mu tak sesuai sama username mu.. ckckc..,0
@gojekindonesia hai gojek.. kok kasus saya gak ditanggapi ya.. udah nelpon cs jg.. gak ada tanggapan.. ke twitter jg gitu.. duh duh,0
"@gojekindonesia min, bisa dm sebentar?",0
"Baru saja saya jg ditelpon seseorang yg mengatasnamakan dr Gojek Indonesia. Katanya, sdg ada undian pemenang. Trs sy yg menang. Tp, dia terdengar memaksa sy utk top up lwt bank atau memberikan nmr rekening, biar lgsg transfer. Akhirnya, sy menolak. Tp, apakah ada undian beneran?",0
"makanya, pakai @gojekindonesia",0
@gojekindonesia @gojektech @TMCPoldaMetro,0
Mantap,0
@gojekindonesia ga mau ikutan juga min? 😌,0
Emang gtu skrg bang bukan terdekat lagi dpt nya,0
yuk bantuin ini baang gojek no plat-nya ada di thread ini @gojekindonesia  https://twitter.com/annisawdya/status/1167114259609710592 …,0
"Yang kuat ya bang, bulan-bulan ini orderan lg anyep buat driver gokilat 
Cc- @gojekindonesia  pic.twitter.com/c3uyvfX2VD",0
Jadi kita transfer saldonya ke BCA biar gak royal. @GrabID trmkasih grab!!  @gojekindonesia jangan kalah ea..!!  pic.twitter.com/OPEoHZ3onm,0
"Pulangkan susanti heyyyy!!!!!
Pala dah kek helm gojek sok sok an 
@gojekindonesia @gojektech #gojek pic.twitter.com/7XM69ASa6w",0
"@gojekindonesia bang Admin mohon dibantu, Abang Gojek helmnya ketinggalan di rumah saya 🙈  pic.twitter.com/fT58X6XxNt",0
belum masuk sudah 1x24jam,0
@gojekindonesia  aslkm.. maaf admin mau nanya apakah masih membuka loker gojek motor / bike .?,0
"Halo @gojekindonesia, saya pengguna gobiz untuk bisnis kuliner saya. Saat hari pertama pakai, menu dan resto saya keluar di gofood, tapi sekarang saya cek, di gofood tdk ada, padahal saya sudah tekan 'geser untuk menampilkan menu di gofood'. Mohon bantuannya, terima kasih",0
"AWAS! Ada kaki tangan asing yang bekerja di Papua    @BPBDJakarta @IK_InderaKusuma @gojekindonesia @SiswantiYeni @Ochi_Oc09
#JayalahIndonesiaKu pic.twitter.com/HctJmDfS6B",0
"ini hadiah go-point di @gojekindonesia kok ga menarik banget sih, diperbaruhi napa -_-",0
Parah ya atau mungkin lagi istirahat,0
"Halo Mbak apakah saldonya sdh masuk?
Saya juga isi lewat mandiri onlen, saldo blm masuk.",0
"Pernah nelpon CSnye ga ada yg terima, jam 10an waktu itu. Nadanye sibuk. Maybe CS mereka cuma beberapa biji.",0
"Pesen @gojekindonesia naiknya @GrabID 🤦🏻‍♀️
Gara2 miskom..",0
@gojekindonesia kok dm saya ga dibalas ya?,0
"ya jelas lebih mahal, orang kamu mesen go drone.",0
"@gojekindonesia hi admin gojek, saya td diturunin ditengah trip ditengah kemacetan sama gocar saya. kan saya jd repot hrs cr2 kendaraan lagi..  tolong dikasitau ke drivernya ya kl gabs komit jangan ambil tripnya :( customer dirugikan...",0
Harusnya mau lho kan 24jam,0
otw,0
I see ...okay sip,0
"Klo hilang dicuri gini, setau gw.....mohon ralat min @gojekindonesia @gojek24jam klo salah......kan ada asuransi yg bisa diklaim. Coba min apakah asuransi di cover utk mitra? https://twitter.com/annisawdya/status/1167113014442545152 …",0
Kalo sempet langsung ditelpon sekarang. Cuz kalo malem CS gojek suka ga ada yg mau layanin.,0
@gojekindonesia min ada penipuan kah ini? Saya tadi sore tiba tiba ditelfon  pic.twitter.com/azlVObhsVJ,0
"@gojekindonesia uda selesaiin misi tapi 1 pesanan ga dimasukkan min, jadi dianggap blm selesai misinya min, ada solusi?",0
"Dear gojek, kalian bisa handle situasi begini?",0
"Ya beli produk yg emang dipakai daily dong, jadi jatohnya ga boros...buat stock huehehe",0
"Sip. Ntar malam kutelfon. Skrg mau menghela nafas dulu sambil ngumpulin niat, packing pesenan yg lain 👌",0
@gojekindonesia cie gadiajak maen,0
"Hai, bisa diinformasikan lebih detail mengenai kendala Anda via DM? Tks ^Shl",0
@gojekindonesia  https://twitter.com/annisawdya/status/1167113014442545152 …,0
@gojekindonesia,0
Cihapit ke Jelekong Baleendayhh,0
@gojekindonesia  saya kena penipuan atas nama gojek apa bisa bantu proses?,0
Bisa,0
@gojekindonesia min ada penipuan kah ini? Saya tadi sore tiba tiba ditelfon  pic.twitter.com/azlVObhsVJ,0
Bisa telfon yak?,0
🙂🙂🙂🙂🙂 gimana matiinnya ya pic.twitter.com/HXs2RmE9SP,0
"Ya maunya layanan VIP dengan biaya ekonomi.... 
@gojekindonesia mungkin juga harus perhatiin yg spt ini, jangan main suspen aja... kasih driver kesempatan utk menjelaskan. Mereka dapt bintang 5 aplikator cuek aja, giliran bintang 1 langsung suspen....",0
"Langsung telpon dan email CS Gojek aje. Dulu pernah pesen Go-Food malah dibawa kabur ama gojeknye, terus abis dilaporin langsung kena hukuman.",0
"Tadi posting nge tag gojeknya tapi karena no ibu penerimanya lupa diblue kuhapus
Nih driver mmg dr awal dah kurang ajar. Jawab dan nanya dah Rude. Dan recipient juga ga komunikatif. Tapi nge- finish pesenan gitu aja padahal barangnya BLM diterima di tujuan ya ga bisa dibenarkan.",0
"setuju banget! atau paling tidak kasih opsi buat matiin notifikasi donasi itu deh. bukannya gak mau bantu, tapi terlalu sering, ganggu jadinya.",0
Respon please @gojekindonesia,0
"Hi, mohon maaf sebelumnya. Untuk informasi/penanganan lebih lanjut silakan laporkan melalui menu Bantuan yang ada di aplikasi Gojek ya. Terima kasih -MT",0
Udah sejak semalam statusnya masih sama begini terus? Apakah perlu foto ulang? @gojekindonesia @gopayindonesia pic.twitter.com/ZGIKHqUMpq,0
Kami mohon maaf atas kendala tersebut dan untuk Mitra akan kami berikan edukasi kembali agar dapat melayani lebih baik lagi kedepannya ya. Tks^feb,0
"@amazonIN  dan @gojekindonesia  dalam Perbincangan untuk Kemitraan Strategis, Terkait Ekspansi dan Investasi

#Startup #Investasi #Indonesia #Amazon #Gojek #Unicorn #Ride-hailling
 https://www.volanews.com/portal/article/index/id/3548.html … pic.twitte",0
"@gojekindonesia Halo min, voucher code JADIMERDEKA emang ada quotanya ya? Saya dari kemarin selalu ""Seems like this promo code is fully .. . .. .. "". Mohon penjelasannya.",0
"@gojekindonesia bisa ga sih ngirimin notif yang penting2 aja di aplikasi? dari tadi pagi sampe sore ini ada lebih dari 5 notif ga penting, mulai dari donasi sampe go-mall. ganggu!",0
"Hai Zafraan, mohon terlebih dahulu dipastikan kembali nomor HP yang Anda masukan benar dan aktif ya. Kemudian penulisan nomor telepon sudah benar (Hilangkan angka 0 diawal penulisan), dan pastikan Anda menerima kode OTP melalui SMS untuk login ya. Tks ^Shl",0
"@gojekindonesia hallo min saya mau tanya dong, perihal pengiriman order sameday saya. Kenapa driver dari pagi sampai sore ini masih berada didaerah tangerang ya?",0
"Hi Silvia, we are from Findaya Gojek partner who handles PayLater. Regarding your question, we would like to inform you via DM. Please follow us first, so that DM access is open. Thank you^rno",0
"Persaingan mungkin dr @gojekindonesia  dan @GrabID hrs ada peraturannya batas maks yg bisa beroperasi di suatu daerah. Hrsnya sih ada datanya yakk. :)
Trs biaya hidup tinggi? Tergantung lifestyle keluarga jg sih. Perawatan motor mungkin ada ide dr aplikator? 🙈 pic.twitter.com/FOGITxURDx",0
"Hai Salima, maaf atas kendala tersebut, agar dapat kami bantu cek mohon infokan nomor ordernya melalui DM ya. Tks^Shl",0
"Sudah aman & terkendali Mimin, jadi ceritanya saya mau order barang, ternyata Abang ojolnya tidak punya cukup uang jadi beliau minta cancel, saran dari saya kalau udah cancel jangan dapat driver yg sama lagi. 🙏",0
Kemenhub bakal menerapkan tarif baru ojek online mulai September nanti. Ini tanggapan @gojekindonesia dan @GrabID. https://katadata.co.id/berita/2019/08/30/tarif-baru-ojek-online-berlaku-nasional-ini-tanggapan-gojek-dan-grab …,0
Nomor wa nya disensor uni,0
"@GrabVN vs @goviet

Cc @GrabID n @gojekindonesia 

Ngoahahahahaha😂😂😂  https://twitter.com/tenten_ooji/status/1141685698031783936 …",0
Okay thanks infonya bro,0
@jayakabajay #kkndidesapenari #antaz #كلنا_اسراء_غريب #الهيئة_تحرم_النصر_اسيوياً #แน็กชาลี #30AgustosZaferBayrami #Saaho #LeiKim #Gundala #ببجي @gojekindonesia @GrabID pic.twitter.com/I6CAVDBCR6,0
Oleh krn itu klo sy pesan in gojek utk sy & anak2 ku slma apapun driver gojek @gojekindonesia datang menjemput & mgtar  makanan sy gk pnh marah krn sy tau driver2 @gojekindonesia dr berbagai umur dan pendidikan srta mood yg berbeda2. Liat video ini tharu sy. Turut prihatin,0
Oleh krn itu klo sy pesan in gojek utk sy & anak2 ku slma apapun driver gojek @gojekindonesia datang menjemput & mengantar makanan sy gk pnh marah krn sy tau driver2 @gojekindonesia dr berbagai umur dan pendidikan srta mood yg berbeda2. Liat video ini tharu sy.  https://twitter.com/annisawdya/status/1167113014442545152 …,0
Mba/mas @gojekindonesia ada yang ngaku2 dari aplikasi gojek pengundian nomor neh  pic.twitter.com/wOjevAKqKS,0
"Udah solved @gwsukaoranye, jawaban klasik aja... pic.twitter.com/UwzhDf9MkI",0
Cek dm min @gojekindonesia,0
"Done di DM.
tdk ramah nda masalah sih 
Cm ngidupin mesin wkt isi bensin to me is a big NO 😊",0
sore min. mau complaint tentang voucher. aku udh selesaikan mission kog gag keluar voucher ku ya? @gojekindonesia @gojektech @gojek24jam pic.twitter.com/TcCI66NZt1,0
"@gojekindonesia katanya Hari ini cashback 50 persen di bakmi aloi, ternyata kaga tuh.Mohon penjelasan Dan tanggung jawab profesional nya  pic.twitter.com/hBJ6ZweKGP",0
"Hai Frenky, agar kendala Anda dapat kami tindaklanjuti silakan untuk menceritakan kronologi detailnya melalui DM ya. Tks^Shl",0
Tolong dong buat @gojekindonesia untuk driver ibu2 dikasih reward lebih gituh.,0
😡udah ketebak...jawaban standard. Hufhhh.,0
@gojekindonesia akun saya kok ngga pernah dapet orderan go food ya?,0
"Hai kak, kami mohon maaf atas ketidaknyamanan yang Anda alami, terkait keluhan Anda, mohon kesediaannya untuk menginformasikan nomor telepon dan alamat email kakak yang terdaftar PayLater, agar kami dapat melakukan proses lebih lanjut. Terima kasih^rno",0
Kami mohon maaf atas kendala tersebut dan untuk Mitra akan kami berikan edukasi kembali agar dapat melayani lebih baik lagi kedepannya ya. Terima kasih^feb,0
"Hai, sehubungan dengan keluhan atau pertanyaan mengenai PayLater, untuk lebih lanjut Anda dapat menghubungi support@findaya.com melalui e-mail ya. Tks ^Shl",0
"Nggak berharap banyak apa2 sih dari gojek...cuman titip pesen, jangan pencitraan terlalu jauh dulu...perbaiki how to serving better customer",0
Bisa gw udh coba,0
Ada deh😁,0
Tolong lah min 😂org nya udah mohon minta cancel Masi saja dia yg dapat 🤣kekurangan ojol kah di Padang? Rekrut saya dong😁 @gojekindonesia  pic.twitter.com/PhLtb6dpQG,0
Halo @gojekindonesia Mau nanya dong. Kok lucu ya ini. Saya abis beli voucher diskonnya biar bisa irit ke halte terdekat. Biasanya cuma 10.000 dan pakai gopay biasanya jd 5.000. Beli voucher yg isi 10k dengan niat lebih irit lagi. Eh tapi tapi tapi kok jadi 17.000  pic.twitter.com/SdILdkjA80,0
3. Saya tidak terbiasa driver kurang ajar seperti itu,0
@gojekindonesia @GrabID woconen! https://twitter.com/LordRio82/status/1167275336393846784 …,0
"Hai Kezia, untuk sarannya akan kami sampaikan pada tim kami agar menjadi bahan pertimbangan dan terima kasih untuk sarannya ya. ^feb",0
2. Awal saya order di map saya lihat dekat dengan atmajaya. Setelah saya bilang pakai kursi roda baru dibilang kejauhan. Modus? Gak mau ambil penumpang kursi roda?,0
Ok thank you pill,0
@gojekindonesia pihak gojek ada yang suka nelepon kah?,0
Jadi mending dia apa om??,0
Wah capek bener saya harus cerita lagi...udah saya telepon saya imel. Seharusnya dari capture saya udah bisa terbaca. Driver tidak memiliki jiwa sosial,0
"Hai, bisa diinformasikan lebih detail mengenai kendala Anda via DM? Tks ^Shl",0
Coba masukin kode promo gojek8 pic.twitter.com/OdJe24HY06,0
"Biasa itu, 30% dgn maksimal cashback-nya 10rb.",0
"@gojekindonesia dear gojek.
Saya barusan transaksi pembayaran travel F trans dari Sukabumi ke Bandung pembayaran menggunakan gopay dengan promo cashback 20 %. Mengapa cashback nya tidak masuk? 
Terimakasih  pic.twitter.com/zcGKm54fGd",0
"Hai Helga, mohon maaf atas ketidaknyamanan Anda. Silakan follow dan DM kami agar kami dapat menindaklanjuti keluhan Anda ya. Tks ^Shl",0
Halo @gojekindonesia apa ada layanan GoGirlfriend? Makasih,0
"sama banget.. kalo pake gojek nunggu drivernya lama, minimal10 menit.. padahal depan kantor banyak yang nangkring",0
"Wahai yang mulia para ""pemberi kerja"" (ngakunya begitu) @GrabID @gojekindonesia Yg begini kalian tabayun dulu ga sih bodat??? Main2 suspend aja, kalian bilang mitra tp apapub termasuk tarif kalian selalu putuskan sendiri, itu mitra apa babu kalian?  https://twitter.com/Ojol_Gibah/status/1166955919227285504 …",0
@gojekindonesia @gojek24jam,0
"Lambat...smalem udah di imel, wa dan IG gak ada respon😡",0
"@gojekindonesia barusan hampir kena modus penipuan, yg ngaku kalo akun driver dihack, dan endingnya minta nomer otp saya. Plus nomer CS gojek aneh. Mohon ditindaklanjuti  pic.twitter.com/rVQejvN2Dt",0
"@gojekindonesia dari kemarin ngajuin upgrade Gopay tapi ditolak terus, alasanya dari foto terlalu terang, foto kurang jelas, identitas rusak, padahal semuanya jelas dan sudah sesuai prosedur instruksi yang ada di aplikasi 😭😭😭",0
Halo Gojek. Udh ya no ordernya. Tolong ditegur babang drivernya.,0
Males banget orang kayak gini pic.twitter.com/rx94YlGR2K,0
@gojekindonesia 😭,0
Okee ndapapa,0
Cerdikiawan nih min @gojekindonesia,0
@gojekindonesia cara tau siapa yg ngirim gopay ke kita gimana ya? Bisa atau ngga?,0
"Barangkali ada yg lebih butuh, makasi deh 😁",0
Belum seberapa dibandingkan pengalaman gue yang mondar-mandir Jakbar-Jakpus tapi berkali-kali dapet pic.twitter.com/0fAF9aFf2M,0
Semrawut itu,0
Di @gojekindonesia juga ada,0
@gojekindonesia gak ikutan min?,0
"Read dong, aku lapar nih mau go-food. Belum ada makan dari pagi. Tolong😭",0
Hiyahiyahiya 😂,0
@gojekindonesia :((  https://twitter.com/kompascom/status/1167349106177499137 …,0
Colek @GrabID dan @gojekindonesia mohon diperhitungkan biaya parkir,0
Bls dm ya min,0
"kontak aja ke adminnya @gojekindonesia oom, mungkin bisa dibantu",0
ANJRIT LAH😭👍,0
🙄🙄🙄,0
Sudah ya,0
Dari mana kemana gitu dyn?,0
"Kalo saya baca, dapet vocer gofood nggak min?",0
Awokaokwokwowk,0
"@TokopediaCare hallo toped, ini saya ada orderan 5 dus dan berat 15kg kok bisa pilih pengiriman via GOJEK @gojekindonesia ya? Apa mau drivernya? 1 dus aja kadang ga mau..",0
@gojekindonesia hai gojek pesan air buat cebok bisa?,0
Di akun ku 150rb.. apa beda akun beda promo ya?,0
Beli yang 45000 itu lho,0
"Hai Ayas, maaf atas kendala tersebut, agar dapat kami lakukan pengecekan mohon infokan no hp dan email yg terdaftar melalui DM ya. Tks^feb",0
@gojekindonesia,0
@gojekindonesia tolong segera dibantu pengaktifan kembali goresto GRIYA RENITA klaten. Karena baru mau mulai dipakai kok malah dinonaktifkan. Respon email lambat sekali,0
Udah ya min,0
"@gojekindonesia tolong, trip saya kok tidak tertutup, dan saya tidak bisa kontak driver nya untuk tutup trip yg sdh selesai ini",0
"ka mau nanya dong kan aku tadi beli MCD bayar pake gopay, aku daerah bekasi. tapi ko cashbacknya ga masuk ya?? @gojekindonesia",0
Dear @gojekindonesia I need voucher gofood.. you know nasib anak kos disaat tanggal tua like this??,0
"Hai Pande, sehubungan dengan keluhan atau pertanyaan mengenai PayLater, untuk lebih lanjut Anda dapat menghubungi support@findaya.com melalui e-mail ya. Tks ^Shl",0
"@gojekindonesia Posted... 
 https://twitter.com/gojekindonesia/status/1167343171212402688 …",0
"@gojekindonesia Posted... 
 https://twitter.com/gojekindonesia/status/1167342052448854016 …",0
"Hai Bella, maaf atas kendala tersebut, agar dapat kami lakukan pengecekan mohon infokan no hp, email, tipe device, tipe OS/IOS, dan versi aplikasi Gojek Anda melalui DM ya. Tks^feb",0
Ada apk lapor,0
Kenapa orderan semakin menurun??? Dan point juga ikut menurun? ? Malah memperbanyak mitranya tolong donk di stop untuk pendaftarannya @gomassageID @gojekindonesia,0
"Dapet telepon dari nomor ini, katanya dari @gojekindonesia. Nomor gue menang undian 😂

Tolonglah @AXISgsm dilacak dan nonaktifin aja nomor si penipu. Takut ngerugiin orang banyak. pic.twitter.com/XFXuTKgyr6",0
Hihi...kayanya bagus juga tuh ide,0
njak karang mawut trus og saiki yak,0
@gojekindonesia Dm nyaa tolong di cek,0
@gojekindonesia min..mw nnya kalo mw ganti no yg sudah terdaftar itu gmn ya?kalo saldo gopay ada gmn ya?,0
Bandung coret people cant relate,0
"Ra iso nitik e mbah .. Oleh e adoh2 trs , aku order ngarepku driver wae oleh e iso sik adoh ki ..",0
"Sedihlaaaah 
Twittter do your magic lah, mau pesen cake buat mama yg ultah tapi diminta cancel sama driver, udh 6 driver gara gara rumah di Baleendah 
Lalu skrg disuspend hiks @gojekindonesia ..",0
Akibat ada oknum yg jual jaket @gojekindonesia & @GrabID  secara ilegal.. jd bnyak yg menyalah gunakan.. mungkin jaket'y hrs d ksh QR Code jd klo mo kerja d scan dlu ke akun driver gojek'y biar lebih aman..,0
"Hai Mutiara, maaf atas kendala tersebut dan bisa infokan nomor ordernya? terima kasih^feb",0
WKWKWKWKWKWKWKWKWKWKWWK,0
Ga ngerti. Yang pasti aku cuman pakai 300an trus mau bayar udah topup 350 tapi ga bisa bayar. Apa harus diisi 500? @gojekindonesia,0
pokoknya total tagihan sama ditambah fee kalo gak salah,0
itu saldo 167 saldo opo?,0
dor aku dong,0
Itu saldo gopay udah 350k lho. Trus gmn?,0
"harus fully paid nde, kemaren gue gitu kalo udah due datenga",0
@gojekindonesia tega banget sik giniin temen gw... .. bitang 1 aja Liiidddd @mchalid pic.twitter.com/6EP6wKEvnV,0
@gojekindonesia bisa dibantu? Coba berkali kali tetep ga mau. Gmn cara repayment? Balance gopay saya masih sangat cukup untuk repayment  pic.twitter.com/retjlzdKqj,0
"TOLONG BALAS KOMPLAIN SAYA, PENTING",0
Kenapa gojek aku gabisa dibuka😭😭 sering nutup sendiri pdhl dah di re-install😭😭 penyimpanan memori sm kuota jg masih banyak. Tolong tolong tolong😭😭 @gojekindonesia,0
"Dear @GrabID or @gojekindonesia

Kasih sosialisasi dong ke drivernya kalau lagi nunggu orderan jangan ngerank. Pas dapat orderan tetiba AFK 😤😤😤  pic.twitter.com/cYIRNk3xn0",0
"Humor ku anjlok weh sdlam deepsea (laut dlm ye bkn dipsi teletubies)😆

Jd pgn makan ayam @KFCINDONESIA tp slh msuk @McDonalds_ID, gara2 order ojol slh pick yg harus nya @gojekindonesia jdi @GrabID mntang2 berjaket hijau. Apalah dayaku yg krg pintar krna aku ga bljr di @ruangguru https://twitter.com/KFCINDONESIA/status/1166924299539632128 …",0
"Hai Nana, mohon maaf atas ketidaknyamanannya. Silakan informasikan nomor order yang Anda keluhkan melalui DM. Terima kasih ^yun",0
"Hey gojek q syg, ini kenapa akun ak ya? td ak gbs log in. trus ak dibantu temenku buat log in di hpnya, tp pas ak mau log in gbs lg, apa gara2 itu? plis bantuin, disitu ada gopay ak 100k plis bgt bantuin ak butuh gopay itu buat naik ojol tiap hari 😭😭😭 makasih",0
@gojekindonesia  https://twitter.com/annisawdya/status/1167113014442545152 …,0
"Astaghfirullah pak yang sabar yah,@gojekindonesia  tolong dong minn",0
"Hai Dian, bisa infokan lebih detail untuk pertanyaan Anda? tks^feb",0
@gojekindonesia,0
Pakai @gojekindonesia pasti ada jalan,0
Dapat kami infokan untuk promo tersebut hanya untuk pelanggan terpilih dan nantikan promo menarik lainnya ya. Tks^feb,0
"Salam @gojekindonesia 
Apakah pendftaran go ride utk wilayah surabaya dan skitarnya msh buka atau sdah tutup ya? Trims",0
@gojekindonesia MISI INI GIMANA SAYA BUTUH😭,0
"Gak ngelus kok min, cuma nanya ke netizen sesama pengguna",0
okay wait,0
coba dm ke @gojekindonesia dulu kalo ga di tanggepin ya kirim email,0
help viralkeun!!! @gojekindonesia  https://twitter.com/annisawdya/status/1167113014442545152 …,0
"Hai, perihal keluhan Anda mohon kesediaanya untuk membuat laporan kepada pihak E-Commerce terkait terlebih dahulu agar dapat ditindaklanjuti oleh tim kami ya. Tks^yun",0
@gojekindonesia apalah aku harus jadi artis dulu atuhhhh meni ke Baleendah aja ga mau nganter  pic.twitter.com/NN0nuk2rJ4,0
"Halo, mohon maaf atas ketidak nyamanannya.
Guna pengecekan & penanganan lebih lanjut, silakan sampaikan keluhan kamu melalui menu Bantuan/Help pada aplikasi Gojek kamu ya. Terima kasih. -SM",0
"Hai Eliya, maaf atas kendala tersebut, agar dapat kami bantu cek mohon infokan nomor order dan detail kendala Anda melalui DM ya. Tks^feb",0
Semoga pelaku pencurian motornya cepat tertangkap& kena batunya jg..آَمِيّـٍـِـنْ..آَمِيّـٍـِـنْ..آَمِيّـٍـِن يَآرَبْ آلٌعَآلَمِِيِنْ,0
Wah asli ini mah wkwkwk,0
Clickbait ternyata 😅,0
"Hai Pepen, agar dapat kami proses mohon infokan no hp, email dan alasannya melalui DM ya. Tks^feb",0
"Hai, kami informasikan bahwa pihak GO-JEK tidak pernah menghubungi Customer untuk meminta kode OTP. Terkait perihal tersebut mohon agar tidak memberikan data kepada siapapun dan hati-hati terhadap penipuan silakan klik  https://www.go-jek.com/blog/jaga-kerahasiaan-kode-verifikasi-go-jekmu/ … ya. Terima kasih^feb",0
"sedih banget daaahh😭

please help this guy @gojekindonesia, im on my knees🙏🙏🙏  https://twitter.com/annisawdya/status/1167113014442545152 …",0
@gojekindonesia tolong cek dm,0
"GOJEK lagi2 'berulah'. Baru aja teken kolaborasi DOOgether buat hadirin GOfitness tanggal 28 kemaren. Sbelumnya juga udh kerjasama ama start up lainnya ,  http://kitabisa.com , untuk GOGive. another nice step dan selalu berkarya ya @gojekindonesia
#BicaraStartUp",0
Bau,0
Disini jga blm ada gojek :(,0
"@gojekindonesia admin, saya mau hapus akun gojek saya",0
"Ya gitulah bang..mo ngadu, ngadu ke siapa? Ngeluh ga memperbaiki masalah, sedih udah pasti karena jd ga bisa kasi makan anak istri, yg ada cuma bisa pasrah sama Illahi..apa kita bikin aja sendiri aplikasi ridehailing 😅",0
Hah,0
